city,city_id,country,utc_dt,latitude,longitude,temperature,max_temp,cloudiness,humidity,wind_speed
Mehamn,778707,NO,1619410466,71.0357,27.8492,33.8,33.8,75,86,8.05
Fukuechō,1863997,JP,1619410340,32.6881,128.8419,68.0,68.0,0,34,16.11
Puerto Varas,3874930,CL,1619410639,-41.3195,-72.9854,50.0,50.0,90,93,3.44
Nara,1855612,JP,1619410639,34.6851,135.8049,65.17,66.2,0,27,6.91
Port Blair,1259385,IN,1619410487,11.6667,92.75,86.79,86.79,77,57,4.18
Bilma,2446796,NE,1619410485,18.6853,12.9164,84.6,84.6,5,13,8.1
Beyneu,610298,KZ,1619410373,45.3167,55.2,71.89,71.89,40,20,23.47
Redmond,5808079,US,1619410569,47.674,-122.1215,49.03,51.01,99,94,1.72
Três Lagoas,3446098,BR,1619410640,-20.7511,-51.6783,69.82,69.82,98,59,5.84
Moose Factory,6078372,CA,1619410595,51.2585,-80.6094,17.6,17.6,1,79,3.44
Grand-Santi,3381538,GF,1619410641,4.25,-54.3833,73.17,73.17,100,99,1.07
Tabas,113659,IR,1619410641,33.5959,56.9244,83.84,83.84,83,15,0.78
New Albany,4262045,US,1619410558,38.2856,-85.8241,47.59,50.0,1,76,4.29
Geraldton,2070998,AU,1619410625,-28.7667,114.6,86.0,86.0,2,26,11.5
Diamantina,3464728,BR,1619410442,-18.2494,-43.6003,61.11,61.11,26,63,2.15
Krasnovishersk,542184,RU,1619410642,60.4078,57.082,37.92,37.92,100,85,9.24
Klaksvík,2618795,FO,1619410378,62.2266,-6.589,42.8,42.8,100,100,18.41
Arrondissement de Limoges,2998285,FR,1619410643,45.75,1.3333,54.64,57.2,98,47,11.5
Ahipara,2194098,NZ,1619410643,-35.1667,173.1667,63.14,63.14,22,65,7.67
Florø,3156980,NO,1619410643,61.5996,5.0328,35.6,35.6,7,64,8.05
Dukhovnitskoye,564241,RU,1619410644,52.4828,48.2137,43.52,43.52,28,61,10.92
George Town,1735106,MY,1619410384,5.4112,100.3354,87.4,87.8,40,70,2.3
Baykit,1510689,RU,1619410345,61.67,96.37,36.16,36.16,64,61,4.74
Bud,4255151,US,1619410629,39.447,-86.1758,44.58,46.0,34,76,6.55
Warrington,2634739,GB,1619410380,53.3925,-2.5802,36.95,42.8,36,81,4.61
Saint Paul Harbor,5866583,US,1619410389,57.79,-152.4072,42.8,42.8,1,81,9.22
Cherskiy,2126199,RU,1619410416,68.75,161.3,22.69,22.69,91,72,6.46
Kysyl-Syr,2021017,RU,1619410645,63.8986,122.7617,34.57,34.57,100,99,5.88
Huarmey,3939168,PE,1619410646,-10.0681,-78.1522,67.19,67.19,10,85,9.15
Siderno,6540819,IT,1619410646,38.2779,16.302,48.52,55.0,36,54,5.75
Lakselv,779082,NO,1619410646,70.0513,24.9718,32.0,32.0,75,80,8.05
Jiwani,1175712,PK,1619410647,25.05,61.7417,81.88,81.88,3,71,5.86
Itarema,3393692,BR,1619410647,-2.9248,-39.9167,76.59,76.59,9,84,7.56
Puerto Quijarro,3444201,BO,1619410648,-17.7833,-57.7667,66.85,66.85,100,91,3.65
Takanabe,1851068,JP,1619410648,32.1333,131.5,64.4,64.4,75,45,11.5
Shymkent,1518980,KZ,1619410648,42.3,69.6,71.6,71.6,0,37,6.71
Wanxian,1791748,CN,1619410649,30.8039,108.3897,61.57,61.57,100,93,1.92
Arraial do Cabo,3471451,BR,1619410397,-22.9661,-42.0278,74.03,74.03,56,87,8.88
Dali,1814093,CN,1619410649,25.7,100.1833,78.31,78.31,0,19,6.24
Molfetta,3173287,IT,1619410650,41.2002,16.5975,46.4,46.4,0,81,4.61
Crossfield,5933070,CA,1619410650,51.4334,-114.0353,31.46,32.0,99,86,3.0
Turaif,101312,SA,1619410650,31.6725,38.6637,68.0,68.0,0,40,9.22
Danielskuil,1011918,ZA,1619410651,-28.1887,23.5395,58.78,58.78,97,32,6.51
Upernavik,3418910,GL,1619410347,72.7868,-56.1549,26.85,26.85,40,75,4.72
Paducah,4048662,US,1619410490,37.0834,-88.6001,51.6,53.6,1,71,4.61
Lingolsheim,2998224,FR,1619410652,48.5575,7.6825,38.21,39.2,0,65,6.91
Tucumcari,5495360,US,1619410652,35.1717,-103.725,69.8,69.8,1,11,13.8
Havøysund,779622,NO,1619410562,70.9963,24.6622,32.0,32.0,75,86,5.75
Kovdor,543508,RU,1619410653,67.5662,30.4758,25.92,25.92,95,91,8.48
Kaitangata,2208248,NZ,1619410633,-46.2817,169.8464,48.0,48.0,100,66,3.0
Najrān,103630,SA,1619410653,17.4924,44.1277,71.6,71.6,40,53,4.61
Tigil',2120612,RU,1619410654,57.8,158.6667,31.91,31.91,100,85,4.56
Mt. Pleasant,4588165,US,1619410512,32.7941,-79.8626,61.7,64.0,90,94,10.69
Half Moon Bay,5354943,US,1619410573,37.4636,-122.4286,48.6,51.8,20,93,3.44
Gornopravdinsk,1506268,RU,1619410610,60.05,69.9,46.26,46.26,97,65,10.74
Tynda,2014718,RU,1619410655,55.1667,124.7167,49.01,49.01,100,57,3.06
Oruzgan,1131461,AF,1619410655,32.8333,66.0,73.17,73.17,3,9,1.97
Bubaque,2374583,GW,1619410613,11.2833,-15.8333,77.2,77.2,22,68,11.41
East London,1006984,ZA,1619410522,-33.0153,27.9116,66.2,66.2,0,52,5.75
Tubinskiy,480704,RU,1619410656,52.8892,58.2225,44.6,44.6,54,42,13.42
Tūkrah,88834,LY,1619410656,32.5341,20.5791,58.57,58.57,24,87,6.58
Raudeberg,3146487,NO,1619410657,61.9875,5.1352,33.01,33.01,6,75,6.22
Ubari,2219235,LY,1619410657,26.5921,12.7805,70.11,70.11,12,25,9.1
Podyuga,507899,RU,1619410657,61.095,40.8647,39.36,39.36,100,96,4.41
Kālīganj,1185199,BD,1619410658,23.4095,89.1402,100.04,100.04,0,22,10.67
Omboué,2396853,GA,1619410436,-1.5746,9.2618,78.48,78.48,76,86,3.6
Alofi,4036284,NU,1619410659,-19.0595,-169.9187,84.2,84.2,84,74,3.44
Zhicheng,1784554,CN,1619410659,30.2956,111.5047,64.0,64.0,99,74,3.06
Nachalovo,523734,RU,1619410659,46.338,48.2013,48.11,48.2,75,66,13.42
Kidal,2455290,ML,1619410565,18.4411,1.4078,82.81,82.81,5,8,2.53
Orotukan,2122414,RU,1619410660,62.2667,151.7,19.49,19.49,14,64,5.28
Agadez,2448083,NE,1619410661,19.75,10.25,80.28,80.28,4,13,2.53
Port Augusta,2063056,AU,1619410661,-32.5,137.7667,69.8,69.8,2,60,11.5
Pangai,4032369,TO,1619410662,-19.8,-174.35,82.4,82.4,40,69,9.22
Buchanan,2278158,LR,1619410662,5.8808,-10.0467,77.0,77.0,75,94,1.54
Ponta Delgada,3372783,PT,1619410662,37.7333,-25.6667,57.2,57.2,75,88,11.5
Luba,2309528,GQ,1619410663,3.4568,8.5547,77.0,77.0,20,79,2.3
Yushala,1485664,RU,1619410663,57.0761,64.2601,46.4,46.4,20,61,17.9
Umm Kaddadah,364933,SD,1619410664,13.6017,26.6876,74.08,74.08,58,56,7.02
Yizhivtsi,707313,UA,1619410664,48.0396,25.6623,37.85,39.0,75,93,13.42
Inhambane,1045114,MZ,1619410665,-23.865,35.3833,67.77,67.77,0,92,4.05
Dikson,1507390,RU,1619410592,73.5069,80.5464,19.18,19.18,100,93,21.16
Meulaboh,1214488,ID,1619410652,4.1363,96.1285,85.33,85.33,92,63,3.58
Alugan,1731248,PH,1619410370,12.2188,125.4808,81.93,81.93,13,65,11.5
Tabuk,1684803,PH,1619410666,17.4189,121.4443,86.54,86.54,40,48,6.58
Samarai,2132606,PG,1619410616,-10.6167,150.6667,85.98,85.98,72,69,12.06
Bucerías,4016734,MX,1619410666,20.75,-105.3333,77.5,78.01,40,78,1.36
Sagana,180868,KE,1619410666,-0.6667,37.2,61.9,61.9,71,87,2.48
Puerto El Triunfo,3584003,SV,1619410667,13.2833,-88.55,78.8,78.8,40,94,2.3
Camacha,2270385,PT,1619410608,33.0833,-16.3333,62.6,62.6,40,77,17.27
Kathu,1153035,TH,1619410372,7.9178,98.3332,84.27,86.0,40,74,6.91
Erzin,296852,TR,1619410668,36.9559,36.2,64.99,64.99,80,75,1.66
Haapiti,4034438,PF,1619410668,-17.5667,-149.8667,80.29,80.6,20,74,6.91
Kaka,161901,TM,1619410668,37.3482,59.6143,83.55,83.55,10,18,10.4
Coyhaique,3894426,CL,1619410619,-45.5752,-72.0662,44.92,44.92,80,97,5.5
Det Udom,1610940,TH,1619410669,14.906,105.0784,96.98,99.0,40,52,3.44
Nuuk,3421319,GL,1619410669,64.1835,-51.7216,37.2,37.4,75,87,5.75
San Patricio,4726521,US,1619410670,28.017,-97.5169,72.54,75.2,75,88,9.22
Bowmore,4486983,US,1619410670,34.9421,-79.3031,51.89,53.6,1,76,7.38
Oshnavīyeh,121795,IR,1619410671,37.0397,45.0983,59.0,59.0,75,58,6.91
Yokadouma,2220853,CM,1619410671,3.5167,15.05,68.52,68.52,53,92,1.1
Gambēla,337405,ET,1619410671,8.25,34.5833,72.16,72.16,100,91,0.96
Mount Isa,2065594,AU,1619410653,-20.7333,139.5,89.6,89.6,40,31,9.22
Chimbote,3698304,PE,1619410488,-9.0853,-78.5783,65.41,65.41,9,89,8.16
Grindavik,3416888,IS,1619410628,63.8424,-22.4338,37.4,37.4,0,93,11.5
Te Anau,2181625,NZ,1619410487,-45.4167,167.7167,46.31,46.31,93,78,6.46
São José da Coroa Grande,3388456,BR,1619410595,-8.8978,-35.1478,77.99,77.99,43,82,7.34
Göksun,314188,TR,1619410673,38.021,36.4973,59.0,59.0,0,77,1.14
Marivan,97572,IR,1619410674,35.5219,46.176,68.27,68.27,74,35,5.59
Kanniyākumāri,1268008,IN,1619410674,8.0833,77.5667,85.41,85.41,10,68,6.42
Naze,1855540,JP,1619410657,28.3667,129.4833,75.2,75.2,40,69,19.57
Sukaraja,1626313,ID,1619410675,-7.4519,108.1944,88.75,88.75,27,52,3.85
Kamenka,553766,RU,1619410675,51.3223,42.7678,42.01,42.01,100,55,4.38
Aranos,3358666,NA,1619410675,-24.1333,19.1167,61.92,61.92,0,25,10.11
Tvøroyri,2611060,FO,1619410676,61.5556,-6.8111,42.8,42.8,100,100,18.41
Batagay,2027044,RU,1619410676,67.6333,134.6333,32.23,32.23,100,98,6.51
Ürümqi,1529102,CN,1619410677,43.801,87.6005,53.6,53.6,0,16,4.47
Poum,2138555,NC,1619410435,-20.2333,164.0167,77.4,77.4,43,69,22.97
Asaba,2349276,NG,1619410677,6.2006,6.7338,75.87,75.87,90,94,3.44
San Jose,5392171,US,1619410503,37.3394,-121.895,50.88,53.6,75,71,8.05
Dunedin,2191562,NZ,1619410486,-45.8742,170.5036,46.99,46.99,86,85,28.01
Talnakh,1490256,RU,1619410650,69.4865,88.3972,10.36,10.36,98,85,8.66
Ambikāpur,1278827,IN,1619410679,23.1167,83.2,93.69,93.69,2,7,10.25
Saint Simons,4220862,US,1619410679,31.1352,-81.3901,62.17,64.4,1,94,5.19
Flic en Flac,934517,MU,1619410679,-20.2742,57.3631,77.0,77.0,75,88,14.97
Plaine Magnien,934169,MU,1619410680,-20.4286,57.6531,77.0,77.0,75,88,14.97
Derzhavīnsk,1524606,KZ,1619410680,51.1,66.3167,50.56,50.56,100,76,7.72
San Vicente,3428068,AR,1619410681,-26.6167,-54.1333,52.34,52.34,5,98,1.83
Bollnäs,2720679,SE,1619410681,61.3482,16.3946,32.0,32.0,73,58,1.99
Piet Retief,965241,ZA,1619410681,-27.0071,30.8132,48.22,48.22,0,87,4.32
Mahanje,155285,TZ,1619410682,-9.9333,35.3333,64.62,64.62,98,98,1.36
Kachug,2023333,RU,1619410682,53.9606,105.8817,38.44,38.44,100,65,14.85
Nyimba,900056,ZM,1619410683,-14.5566,30.8149,66.25,66.25,67,78,3.65
Viedma,3832899,AR,1619410683,-40.8135,-62.9967,53.89,53.89,25,76,10.18
Shubarshi,608270,KZ,1619410684,48.5872,57.1869,56.3,56.3,100,60,7.83
Ust-Tsilma,477940,RU,1619410586,65.441,52.1498,39.87,39.87,100,94,5.03
Debre Sīna,339692,ET,1619410573,9.85,39.7667,54.93,54.93,99,78,2.3
Brockville,5909294,CA,1619410685,44.5834,-75.6826,33.64,34.0,90,60,11.5
Nakamura,1855891,JP,1619410685,32.9833,132.9333,65.03,65.03,5,41,5.23
Ostrów Mazowiecka,762850,PL,1619410686,52.8024,21.8951,30.99,30.99,79,92,5.37
Kyabé,2429344,TD,1619410637,9.4515,18.9449,77.72,77.72,99,67,5.53
Epiniana,256508,GR,1619410687,39.1429,21.6134,37.99,37.99,13,96,2.59
Lavumisa,935051,SZ,1619410687,-27.31,31.892,59.68,59.68,0,94,3.22
Marrakesh,2542997,MA,1619410459,31.6315,-8.0083,55.4,55.4,20,76,3.44
Vaitape,4033077,PF,1619410688,-16.5167,-151.75,81.39,81.39,14,63,1.77
Bogorodskoye,575521,RU,1619410688,56.55,37.8833,33.28,33.28,99,81,12.75
Moroni,921772,KM,1619410689,-11.7022,43.2551,77.0,77.0,20,88,6.91
Kruisfontein,986717,ZA,1619410689,-34.0033,24.7314,64.15,64.15,100,57,2.91
Ibaté,3461625,BR,1619410689,-21.9547,-47.9967,63.25,63.25,97,56,2.55
Embonas,262698,GR,1619410690,36.2269,27.8564,60.91,61.0,20,88,21.85
At-Bashi,1528796,KG,1619410631,41.1702,75.8106,50.81,50.81,52,41,2.3
Rāmhormoz,118826,IR,1619410690,31.28,49.6035,80.6,80.6,3,34,6.91
Quang Ngai,1568770,VN,1619410548,15.1167,108.8,92.77,92.77,90,51,12.75
Tura,1254046,IN,1619410691,25.5198,90.2201,95.65,95.65,19,19,6.38
Iqaluit,5983720,CA,1619410497,63.7506,-68.5145,32.0,32.0,90,93,3.44
Zhangaözen,607610,KZ,1619410635,43.3,52.8,67.77,67.77,19,35,10.16
Ketchikan,5554428,US,1619410692,55.3422,-131.6461,48.2,48.2,1,57,4.63
Chastyye,569794,RU,1619410692,57.2888,54.9728,39.49,39.49,100,73,17.43
Zyryanka,2119283,RU,1619410692,65.75,150.85,26.8,26.8,20,71,15.01
Klyuchi,1503153,RU,1619410693,52.2667,79.1667,55.29,55.29,87,30,13.8
Ostrovnoy,556268,RU,1619410693,68.0531,39.5131,31.37,31.37,100,94,22.91
Jaunjelgava,459402,LV,1619410694,56.6167,25.0833,33.01,33.01,99,96,3.0
Unguía,3666475,CO,1619410695,8.0434,-77.0945,76.26,76.26,100,93,2.93
Sakakah,102527,SA,1619410695,29.9697,40.2064,73.4,73.4,0,25,6.91
Aswān,359792,EG,1619410695,24.0934,32.907,79.66,79.66,0,25,13.15
Abu Samrah,172515,SY,1619410696,35.3029,37.1841,70.36,70.36,47,38,6.13
San Rafael,3836669,AR,1619410696,-34.6177,-68.3301,58.48,58.48,0,57,4.12
Rome,5134295,US,1619410430,43.2128,-75.4557,38.84,39.2,90,65,16.11
Agirish,1512101,RU,1619410697,61.9247,63.0231,40.51,40.51,100,81,8.3
Price,5545269,US,1619410697,39.5994,-110.8107,60.8,60.8,1,17,6.91
Rāvar,118704,IR,1619410697,31.2656,56.8055,77.61,77.61,99,25,2.37
Inuvik,5983607,CA,1619410698,68.3499,-133.7218,13.08,14.0,97,85,6.91
Ayan,2027316,RU,1619410698,56.45,138.1667,31.93,31.93,92,82,5.21
Vetlanda,2663293,SE,1619410699,57.4289,15.0776,24.13,25.0,10,86,2.3
Trincomalee,1226260,LK,1619410699,8.5711,81.2335,83.64,83.64,62,66,4.68
Noumea,2139521,NC,1619410386,-22.2763,166.4572,77.0,77.0,40,65,11.5
Kasongo-Lunda,2315026,CD,1619410666,-6.4667,16.8167,69.4,69.4,82,97,0.49
Puerto Peñasco,3991347,MX,1619410514,31.3167,-113.5333,71.01,71.01,100,72,11.01
Atbasar,1526038,KZ,1619410700,51.8,68.3333,45.43,45.43,100,84,8.32
Qaryat Sulūq,81604,LY,1619410701,31.6682,20.2521,57.0,57.0,0,92,7.52
Dingle,1714733,PH,1619410619,10.9995,122.6711,90.7,90.7,68,50,8.12
Jacksonville,4160021,US,1619410584,30.3322,-81.6556,64.83,69.01,1,77,3.44
Havelock,4470244,US,1619410558,34.8791,-76.9013,52.97,54.0,75,93,3.58
Kyaukse,1316703,MM,1619410702,21.6,96.1333,98.6,98.6,20,39,8.05
Lata,2738381,PT,1619410541,40.1629,-8.3327,53.92,57.2,40,88,5.75
Mafinga,155405,TZ,1619410702,-7.25,35.0667,63.86,63.86,42,92,2.55
San Ignacio,3581194,BZ,1619410702,17.1561,-89.0714,80.6,80.6,0,74,6.91
Tāybād,1159384,IR,1619410703,34.74,60.7756,74.8,74.8,81,19,13.13
Semenivka,694590,UA,1619410703,52.1783,32.5818,34.88,34.88,100,64,3.18
Walvis Bay,3359638,NA,1619410419,-22.9575,14.5053,57.63,60.01,21,100,6.91
Norman Wells,6089245,CA,1619410625,65.282,-126.8329,28.4,28.4,40,46,6.91
Villaba,1679945,PH,1619410704,11.2135,124.3921,85.06,85.06,15,66,4.76
Fare,4034496,PF,1619410415,-16.7,-151.0167,81.5,81.5,2,63,1.25
Kaduna,2335727,NG,1619410704,10.5222,7.4383,74.62,74.62,100,69,3.53
Los Llanos de Aridane,2514651,ES,1619410632,28.6585,-17.9182,60.62,66.2,90,72,9.33
Russell,4047434,US,1619410526,32.3502,-85.1999,55.51,60.8,1,87,5.17
Mahibadhoo,1337605,MV,1619410705,3.7833,72.9667,83.19,83.19,54,73,4.56
Jimma,333772,ET,1619410706,7.6667,36.8333,59.94,59.94,100,99,1.25
Gizo Government Station,2108857,SB,1619410479,-8.103,156.8419,84.6,84.6,20,69,3.96
Mocuba,1024312,MZ,1619410706,-16.8392,36.9856,67.93,67.93,26,98,3.0
Encinitas,5346646,US,1619410531,33.037,-117.292,57.2,59.0,90,77,6.91
Akhmeta,615844,GE,1619410707,42.0311,45.2075,60.8,60.8,90,82,3.44
Dwārka,1272140,IN,1619410707,22.2394,68.9678,85.08,85.08,0,60,10.02
‘Āhuimanu,5856516,US,1619410708,21.4447,-157.8378,75.83,80.01,90,64,9.22
Algiers,2507480,DZ,1619410480,36.7525,3.042,64.4,64.4,0,72,8.05
Rabo de Peixe,3372745,PT,1619410708,37.8,-25.5833,57.2,57.2,75,88,11.5
Ternate,1624041,ID,1619410470,0.8,127.4,85.51,85.51,50,66,7.0
Lang Son,1576633,VN,1619410709,21.8333,106.7333,70.77,70.77,100,93,6.38
Yei,363619,SS,1619410637,4.095,30.6779,66.79,66.79,100,95,2.71
Luwuk,1637001,ID,1619410657,-0.9516,122.7875,85.93,85.93,68,65,6.2
Pozo Colorado,3437443,PY,1619410709,-23.4923,-58.7972,59.2,59.2,8,86,5.35
Vao,2137773,NC,1619410710,-22.6667,167.4833,74.34,74.34,58,70,15.95
Hanover,2910831,DE,1619410710,52.3705,9.7332,31.62,35.01,0,80,1.14
Alépé,2293045,CI,1619410711,5.5004,-3.6631,80.6,80.6,20,94,2.3
Centralia,5789683,US,1619410711,46.7162,-122.9543,48.45,50.0,90,93,2.68
Copiapó,3893656,CL,1619410588,-27.3667,-70.3333,60.8,60.8,90,77,4.61
Portree,2640006,GB,1619410712,57.4129,-6.1942,46.99,46.99,100,77,15.01
Chara,2025630,RU,1619410688,56.9064,118.2631,35.2,35.2,100,99,2.06
Shenjiamen,1795632,CN,1619410712,29.9576,122.298,63.37,63.37,8,77,8.37
Betioky,1066310,MG,1619410713,-23.7167,44.3833,69.15,69.15,0,79,4.61
Suntar,2015913,RU,1619410713,62.1444,117.6319,32.9,32.9,100,97,8.21
Pandan,1695546,PH,1619410714,14.0453,124.1694,81.73,81.73,71,64,8.32
Lodwar,189280,KE,1619410714,3.1191,35.5973,80.28,80.28,100,60,3.11
La Maná,3655117,EC,1619410715,-0.9333,-79.2167,51.8,51.8,75,87,9.22
Markala,2453662,ML,1619410715,13.7021,-6.0659,87.12,87.12,98,19,8.61
Arlit,2447513,NE,1619410715,18.7369,7.3853,86.9,86.9,13,11,10.2
Nizwá,286987,OM,1619410658,22.9333,57.5333,84.4,84.4,36,19,3.13
Bariloche,7647007,AR,1619410641,-41.1456,-71.3082,43.43,46.99,0,81,4.61
Mersing,1732826,MY,1619410716,2.4312,103.8405,91.4,91.4,40,75,6.91
Hīt,95788,IQ,1619410717,33.6416,42.8251,86.45,86.45,100,17,7.43
Dongning,2037611,CN,1619410717,44.0622,131.1207,61.75,61.75,97,22,1.77
Sawtell,2150163,AU,1619410717,-30.3833,153.1,70.0,71.6,19,56,11.5
Innisfail,2162683,AU,1619410512,-17.5333,146.0333,73.47,73.47,100,93,13.53
Muscle Shoals,4078964,US,1619410718,34.7448,-87.6675,53.17,57.2,1,67,3.85
Newnan,4212684,US,1619410696,33.3807,-84.7997,50.49,55.4,1,76,4.9
Inverell,2162662,AU,1619410719,-29.7833,151.1167,69.69,71.01,0,46,1.99
Muros,3115824,ES,1619410719,42.7762,-9.0603,52.09,53.01,16,95,1.99
Buala,2109528,SB,1619410719,-8.145,159.5921,84.76,84.76,77,72,2.91
Saint George,5546220,US,1619410570,37.1041,-113.5841,69.91,70.0,1,14,0.92
Pauini,3662927,BR,1619410720,-7.7136,-66.9764,73.44,73.44,97,98,0.51
Sept-Îles,6144312,CA,1619410720,50.2001,-66.3821,41.41,42.01,75,48,13.8
Leh,1264976,IN,1619410614,34.1667,77.5833,38.64,38.64,0,30,1.66
Riyadh,108410,SA,1619410616,24.6877,46.7219,82.4,82.4,20,100,6.91
Fruitvale,5422557,US,1619410721,39.0817,-108.4968,59.88,64.0,1,18,10.8
Sabang,1214026,ID,1619410675,5.8933,95.3214,83.53,83.53,94,71,8.32
Departamento de Maldonado,3441890,UY,1619410468,-34.6667,-54.9167,63.79,64.4,20,68,18.41
Port Hardy,6111862,CA,1619410601,50.6996,-127.4199,47.1,48.2,75,100,3.44
Lázaro Cárdenas,4026082,MX,1619410481,17.9583,-102.2,76.23,76.23,97,75,3.22
Chumikan,2025256,RU,1619410723,54.7183,135.315,42.24,42.24,91,72,9.04
Kluang,1732811,MY,1619410723,2.0251,103.3328,88.39,89.6,40,70,3.44
Mīnāb,123941,IR,1619410723,27.1467,57.0801,86.0,86.0,98,37,4.61
Orchard Homes,5670128,US,1619410695,46.8633,-114.0484,40.24,42.01,40,87,5.75
Waingapu,1622318,ID,1619410609,-9.6567,120.2641,84.85,84.85,25,54,12.97
Singaraja,1626932,ID,1619410636,-8.112,115.0882,86.58,86.58,0,60,3.27
Potam,3992154,MX,1619410724,27.6,-110.3833,69.01,69.01,100,61,3.0
Shellbrook,6145951,CA,1619410725,53.2168,-106.4011,33.8,33.8,40,37,1.1
Sabzawār,118063,IR,1619410725,36.2126,57.6819,71.6,71.6,0,26,18.41
Arrondissement de Dieppe,3021410,FR,1619410726,49.75,1.1667,38.48,41.0,0,81,12.66
Beşikdüzü,750735,TR,1619410726,41.052,39.2284,53.6,53.6,75,87,9.22
Pīpri,1259552,IN,1619410726,19.8,75.5333,86.0,86.0,80,35,2.84
Kalmunai,1242110,LK,1619410650,7.4167,81.8167,84.58,84.58,97,67,6.31
Balikpapan,1650527,ID,1619410629,-1.2675,116.8289,85.95,85.95,43,61,6.33
Kasempa,912628,ZM,1619410727,-13.4584,25.8338,59.09,59.09,15,79,4.74
Santiago del Estero,3835869,AR,1619410728,-27.7951,-64.2615,59.86,59.86,0,67,6.4
Ankara,323786,TR,1619410653,39.9199,32.8543,48.94,50.0,75,93,2.3
